date,label
8/22/2024,71.13
8/25/2024,70.49
8/26/2024,71.49
8/27/2024,70.77
8/28/2024,71.06
8/29/2024,70.3
9/1/2024,70.43
9/2/2024,68.16
9/3/2024,67
9/4/2024,66.2
9/5/2024,66.5
9/8/2024,66.52
9/9/2024,64.92
9/10/2024,66.4
9/11/2024,65.45
9/12/2024,64.99
9/15/2024,63.21
9/16/2024,64.34
9/17/2024,63.7
9/18/2024,62.82
9/19/2024,63.39
9/22/2024,64.1
9/23/2024,63.87
9/24/2024,65.24
9/25/2024,66.52
9/26/2024,66.33
9/29/2024,65.56
9/30/2024,63.61
10/1/2024,62.6
10/2/2024,62.76
10/3/2024,62.05
10/6/2024,61.76
10/7/2024,60.29
10/8/2024,62.01
10/9/2024,65
10/10/2024,64.62
10/13/2024,65.97
10/14/2024,65.09
10/15/2024,63.03
10/16/2024,62.98
10/17/2024,62.28
10/20/2024,61.76
10/21/2024,62.25
10/22/2024,64.89
10/23/2024,66.63
10/24/2024,66.97
10/27/2024,66.4
10/28/2024,67.28
10/29/2024,65.47
10/30/2024,64.58
10/31/2024,63.87
11/3/2024,65.22
11/4/2024,64.3
11/5/2024,63.76
11/6/2024,66.04
11/7/2024,68.02
11/10/2024,67.57
11/11/2024,67.53
11/12/2024,66.31
11/13/2024,68.27
11/14/2024,68.01
11/17/2024,69.51
11/18/2024,68.13
11/19/2024,68.38
11/20/2024,69.99
11/21/2024,69.27
11/24/2024,69.86
11/25/2024,69.23
11/26/2024,68.47
11/27/2024,67.63
11/28/2024,68.4
12/1/2024,68.83
12/2/2024,68.49
